words,cosines,gold,pred-logistic_regression-default-loo,pred-nearest_neighbors-100-loo,pred-nearest_neighbors-1000-loo,pred-nearest_neighbors-200-loo,pred-nearest_neighbors-300-loo,pred-nearest_neighbors-400-loo,pred-nearest_neighbors-500-loo,pred-nearest_neighbors-600-loo,pred-nearest_neighbors-700-loo,pred-nearest_neighbors-800-loo,pred-nearest_neighbors-900-loo,pred-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868,pred-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647,pred-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309,pred-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390,pred-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo,pred-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo
castenets,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
armour,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
stick_insect,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
spirit_level,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
tyre,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
aeroplane,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
rolling_pin,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
catalogue,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
range_rover,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
pyjamas,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
plough,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
oil_tanker,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
land_rover,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
doughnut,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
kitchen_scales,nan,1,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
cutting_board,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
can_opener,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
coffee_pot,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
whisky,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
coffee_machine,nan,1,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
chest_of_drawers,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
axe,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
toaster,0.7037093894509079,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
washing_machine,0.6898777325240142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
oven,0.6884378809346166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
stove,0.6869094535950209,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
dishwasher,0.674708479880602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
microwave,0.6590257551757776,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
fridge,0.6586942260577312,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
blender,0.629665891253321,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
spoon,0.5493320320327777,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
screwdriver,0.5451839218930054,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
projector,0.542768529710013,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
kettle,0.5418374346686124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tray,0.5390180149680215,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
lamp,0.5390037342020162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spatula,0.5211532601105549,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
colander,0.5103827561292038,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
camera,0.5056189576839605,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
jug,0.5038782083460657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dresser,0.4998807528983571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tripod,0.49856591843199116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
strainer,0.4936714890371493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toilet,0.4909078015621605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jar,0.48836249492222195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chainsaw,0.48614521099989483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sofa,0.4808853162219274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doorknob,0.4780617581305968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thermometer,0.4651379707736552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
typewriter,0.4646656895772588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashtray,0.4575866245243262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ladle,0.45335556100697383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tongs,0.4515643189628599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lantern,0.44989701932335585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rocking_chair,0.44935256754210634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tweezers,0.4481363556805926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hose,0.44671697202876887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sellotape,0.44294672247908995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cupboard,0.44162223360392194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broom,0.44157217574587887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bookcase,0.44088913494798787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
