words,cosines,gold,pred-logistic_regression-default-loo,pred-nearest_neighbors-100-loo,pred-nearest_neighbors-1000-loo,pred-nearest_neighbors-200-loo,pred-nearest_neighbors-300-loo,pred-nearest_neighbors-400-loo,pred-nearest_neighbors-500-loo,pred-nearest_neighbors-600-loo,pred-nearest_neighbors-700-loo,pred-nearest_neighbors-800-loo,pred-nearest_neighbors-900-loo,pred-neural_net_classification-default-ordered-2018-07-04-13-02-47-328868,pred-neural_net_classification-default-reverse-2018-07-05-14:31:24-069647,pred-neural_net_classification-default-shuff-2018-07-05-10:55:14-270309,pred-neural_net_classification-default-shuff-2018-07-05-22:01:55-841390,pred-neural_net_classification-default-shuff-2018-07-11-14:12:01-396676-loo,pred-neural_net_classification-default-shuff-2018-07-13-09:31:42-012923-loo
rolling_pin,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
armour,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
catalogue,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
chest_of_drawers,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
plough,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
stick_insect,nan,1,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
coffee_machine,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
can_opener,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
coffee_pot,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
pyjamas,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
cutting_board,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
castenets,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
doughnut,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
oil_tanker,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
aeroplane,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
whisky,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
spirit_level,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
axe,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
range_rover,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
land_rover,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
kitchen_scales,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
tyre,nan,0,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV,OOV
spoon,0.6340457958730233,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
spatula,0.5784145783134779,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
screwdriver,0.5740541844145298,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
sellotape,0.5696974797408498,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
wand,0.5644336028536892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knife,0.5617909112899475,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
broom,0.5585097892846319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peeler,0.5567760504240488,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
pumpkin,0.5472228022046433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courgette,0.5458338048577647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pencil,0.5420287243130917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scissors,0.5350362635601635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trowel,0.5306929213453083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doorknob,0.5306422839570011,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
pliers,0.5282254604541441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tweezers,0.5244460472451531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jar,0.5229129481327124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sword,0.5218702620609728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penknife,0.5198890668215352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jug,0.5121273645512944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
