_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,does_the_description_apply_to_what_is_described,concept,does_the_description_apply_to_what_is_described_gold,does_the_description_apply_to_what_is_described_gold_reason,identifier,property
1815881707,7/17/2018 13:56:01,true,3862574428,,7/17/2018 13:55:17,false,instagc,0.9216,21088425,USA,MI,Battle Creek,73.144.184.81,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 14:03:18,true,3862605690,,7/17/2018 14:00:49,false,instagc,0.9216,39438102,USA,IN,Anderson,75.149.211.110,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 14:11:50,true,3862638176,,7/17/2018 14:11:26,false,clixsense,0.9216,33721948,USA,OH,Wadsworth,162.155.22.42,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 14:14:59,true,3862651026,,7/17/2018 14:14:24,false,instagc,0.9608,20225558,GBR,E6,Cirencester,78.146.252.17,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 14:16:00,true,3862655235,,7/17/2018 14:14:49,false,elite,0.902,31883685,GBR,I2,Manchester,2.98.53.46,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 14:22:02,true,3862679726,,7/17/2018 14:21:45,false,clixsense,0.9804,43913997,USA,TX,Conroe,47.220.227.180,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 14:23:57,true,3862686908,,7/17/2018 14:19:31,false,instagc,0.8571,22345789,USA,MI,Spring Lake,97.91.16.151,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 14:34:01,true,3862726167,,7/17/2018 14:30:15,false,instagc,0.9149,44156014,GBR,N1,Cannock,2.124.191.144,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 14:53:30,true,3862804359,,7/17/2018 14:53:17,false,instagc,0.9804,24382122,USA,MI,Grosse Pointe,99.137.5.144,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 15:00:24,true,3862833169,,7/17/2018 14:59:20,false,prodege,0.9487,27934334,GBR,D2,Derby,86.129.48.20,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 15:10:33,true,3862888549,,7/17/2018 15:09:37,false,instagc,0.9211,32352104,USA,ME,Bangor,74.75.57.106,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 15:17:10,true,3862924892,,7/17/2018 15:16:28,false,instagc,0.875,13900808,USA,FL,Live Oak,174.131.78.246,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 15:19:28,true,3862937122,,7/17/2018 15:18:03,false,instagc,0.9773,38042052,GBR,A5,Bedford,82.28.44.208,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 15:20:53,true,3862944849,,7/17/2018 15:20:34,false,neodev,0.8627,29096504,GBR,"","",185.51.254.251,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 15:21:28,true,3862948194,,7/17/2018 15:16:29,false,elite,0.9608,29463692,IRL,04,Cork,95.45.68.111,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 15:30:34,true,3862997933,,7/17/2018 15:30:01,false,clixsense,0.9216,6330997,USA,PA,Waynesboro,174.54.110.156,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
1815881707,7/17/2018 15:37:38,true,3863036284,,7/17/2018 15:37:15,false,instagc,0.9388,34928865,USA,PA,Philadelphia,100.34.252.40,no,raisin,no,"Raisins are dried fruits, they do not have blades.",description69,has_a_blade_blades
